Demand,Avail_Sol,Avail_Wind_On,Avail_Wind_Off,Hyd_In,HydRoR_In
14995.35863,0,0.440949023,0.779030603,0,1323.621539
14725.17126,0,0.449853854,0.767602824,0,1323.621539
14601.63839,0,0.463820652,0.756225463,0,1323.621539
14726.20221,0.000160731,0.465452176,0.733825659,0,1323.621539
14722.54933,0.003519985,0.466422281,0.714988983,0,1323.621539
14722.54933,0.008269262,0.44188631,0.655625543,0,1323.621539
14712.71551,0.010621329,0.454418036,0.610383484,0,1323.621539
14712.71551,0.008344883,0.454489292,0.559517746,0,1323.621539
14712.71551,0.00297058,0.444049056,0.511685418,0,1323.621539
14774.94173,0.000105792,0.441666099,0.46450612,0,1323.621539
14786.91223,0,0.432560902,0.414382308,0,1323.621539
14786.55108,0,0.417032325,0.37222742,0,1323.621539
14790.64943,0,0.400844644,0.342848082,0,1323.621539
14818.4565,0,0.387747544,0.322999406,0,1323.621539
14785.62672,0,0.375662272,0.312283941,0,1323.621539
14256.71973,0,0.355974574,0.299221991,0,1323.621539
13746.01349,0,0.335982344,0.290789452,0,1323.621539
13398.19766,0,0.307546887,0.305209769,0,1323.621539
13142.86841,0,0.309410254,0.307321446,0,1323.621539
13063.46919,0,0.301359531,0.327234912,0,1323.621539
13063.57579,0,0.288206049,0.373993499,0,1323.621539
13067.29629,0,0.274586067,0.427778565,0,1323.621539
13115.07089,0,0.258365681,0.474741845,0,1323.621539
12777.82868,0,0.256945314,0.503177847,0,1323.621539
12988.38789,0,0.252662305,0.525811207,0,1323.621539
13458.63881,0,0.249605096,0.555900299,0,1323.621539
13636.29188,0,0.24692413,0.583843821,0,1323.621539
13960.39422,0.000187267,0.242707893,0.602163234,0,1323.621539
13984.24453,0.003060253,0.238260043,0.611636492,0,1323.621539
14051.20073,0.008331079,0.22035072,0.597261667,0,1323.621539
14055.76364,0.010227109,0.223380673,0.640548215,0,1323.621539
14071.91522,0.009200983,0.234082249,0.720334402,0,1323.621539
14071.91522,0.00394912,0.251007281,0.795087179,0,1323.621539
14251.80043,0.000217051,0.258016568,0.850653266,0,1323.621539
14392.83403,0,0.27162239,0.866365326,0,1323.621539
14442.84792,0,0.294695232,0.879638633,0,1323.621539
14454.31567,0,0.328500098,0.893206868,0,1323.621539
14489.66873,0,0.381553556,0.902402613,0,1323.621539
14521.82712,0,0.439418466,0.906015813,0,1323.621539
14126.29635,0,0.498330932,0.906971495,0,1323.621539
13885.95567,0,0.549023515,0.908828025,0,1323.621539
13612.92682,0,0.553426746,0.909175889,0,1323.621539
13462.59079,0,0.607953251,0.914963904,0,1323.621539
13454.76001,0,0.651763512,0.918014181,0,1323.621539
13457.82582,0,0.651309227,0.91739036,0,1323.621539
13461.54711,0,0.675679138,0.916775112,0,1323.621539
13440.29487,0,0.692510848,0.916893234,0,1323.621539
13169.22291,0,0.71688017,0.920005048,0,1323.621539
13454.55,0,0.724494831,0.922257115,0,1323.621539
13871.93918,0,0.714121513,0.922033608,0,1323.621539
13989.73181,0,0.712283637,0.92061037,0,1323.621539
14189.3292,0.000745523,0.701131251,0.909960252,0,1323.621539
14213.1811,0.049704977,0.687982957,0.898946807,0,1323.621539
14203.17387,0.170645799,0.695488525,0.872966117,0,1323.621539
14184.67082,0.205783833,0.680896473,0.834979176,0,1323.621539
14200.82559,0.139131954,0.655808494,0.815676876,0,1323.621539
14235.53748,0.03022076,0.626106336,0.804354163,0,1323.621539
14386.56081,0.000419028,0.618836675,0.76077633,0,1323.621539
14527.59599,0,0.591329581,0.697887572,0,1323.621539
14519.65703,0,0.549293846,0.664269427,0,1323.621539
14494.64053,0,0.506652515,0.63850183,0,1323.621539
14513.08153,0,0.467960899,0.568575002,0,1323.621539
14521.82712,0,0.431369837,0.534789045,0,1323.621539
14126.29635,0,0.41564131,0.535081805,0,1323.621539
13867.84401,0,0.415251122,0.554574911,0,1323.621539
13649.09446,0,0.42898696,0.648888967,0,1323.621539
13478.50373,0,0.469714837,0.705243609,0,1323.621539
13401.3987,0,0.520575559,0.785084443,0,1323.621539
13384.72528,0,0.554087537,0.811291526,0,1323.621539
13403.89653,0,0.59001874,0.842054189,0,1323.621539
13646.37071,0,0.606796087,0.859374696,0,1323.621539
14731.44765,0,0.614403571,0.865285562,0,1323.621539
15351.73709,0,0.631339153,0.876781922,0,1323.621539
15142.37747,0,0.647447149,0.881893911,0,1323.621539
15029.88279,0,0.648421734,0.887852261,0,1323.621539
15083.59889,0.000771677,0.638501532,0.885718834,0,1323.621539
15084.35142,0.053240633,0.629791456,0.876779744,0,1323.621539
15084.35142,0.182383092,0.598519751,0.860567489,0,1323.621539
15065.84997,0.233257565,0.599213716,0.854675355,0,1323.621539
15065.84997,0.183494189,0.601452871,0.848242314,0,1323.621539
15074.5176,0.055342573,0.583100838,0.782609906,0,1323.621539
15140.28375,0.000726559,0.576363072,0.768182301,0,1323.621539
15125.90133,0,0.575963161,0.717742308,0,1323.621539
15125.90133,0,0.557586846,0.679834554,0,1323.621539
15100.88484,0,0.555835506,0.685971646,0,1323.621539
15132.70593,0,0.563800965,0.644040701,0,1323.621539
15119.25105,0,0.558837696,0.616451097,0,1323.621539
14594.18626,0,0.558004123,0.602045621,0,1323.621539
14167.13828,0,0.546929236,0.596683023,0,1323.621539
13683.63135,0,0.550886875,0.569704885,0,1323.621539
13536.27999,0,0.524893005,0.527294271,0,1323.621539
13405.73252,0,0.503701804,0.503430809,0,1323.621539
13423.41621,0,0.478330237,0.50327303,0,1323.621539
13403.89653,0,0.443638321,0.419005371,0,1323.621539
13618.79274,0,0.409350247,0.434283817,0,1323.621539
14659.42739,0,0.375502508,0.410471282,0,1323.621539
15298.58578,0,0.339985639,0.444557964,0,1323.621539
15076.05926,0,0.29363551,0.459809831,0,1323.621539
14954.89695,0,0.271320291,0.465585852,0,1323.621539
15054.22153,0.000780235,0.255786597,0.475119024,0,1323.621539
15009.36557,0.029866912,0.239155343,0.497436956,0,1323.621539
14925.87438,0.103467949,0.209048379,0.494156093,0,1323.621539
14894.27283,0.164303207,0.190654564,0.51840001,0,1323.621539
14894.27283,0.134558168,0.172502405,0.503362522,0,1323.621539
14894.27283,0.052074211,0.165493433,0.483102906,0,1323.621539
15021.5079,0.000939436,0.15374417,0.425322491,0,1323.621539
15040.90825,0,0.139116062,0.355875455,0,1323.621539
15040.90825,0,0.128644755,0.278669904,0,1323.621539
15061.50183,0,0.122620767,0.201149917,0,1323.621539
15106.49143,0,0.123999339,0.144735697,0,1323.621539
15100.57778,0,0.124437368,0.111652549,0,1323.621539
14584.18062,0,0.12747358,0.104129926,0,1323.621539
14157.13263,0,0.128611203,0.115107582,0,1323.621539
13693.63858,0,0.129021911,0.135596906,0,1323.621539
13546.28564,0,0.13918385,0.154915855,0,1323.621539
13490.98334,0,0.143245514,0.157154172,0,1323.621539
13474.31151,0,0.148028947,0.144456709,0,1323.621539
13478.03121,0,0.146052297,0.133806827,0,1323.621539
13695.40138,0,0.137078219,0.124804857,0,1323.621539
14782.34295,0,0.138460903,0.111525307,0,1323.621539
15370.41195,0,0.136855997,0.087749448,0,1323.621539
15161.05234,0,0.12724623,0.059689803,0,1323.621539
15039.89003,0,0.117421753,0.037046157,0,1323.621539
15093.60453,0.000942372,0.111353796,0.025963771,0,1323.621539
15094.35866,0.038537457,0.107422052,0.024601377,0,1323.621539
15094.35866,0.087899682,0.116802401,0.030187462,0,1323.621539
15084.52325,0.090493676,0.102893711,0.025211344,0,1323.621539
15084.52325,0.058518509,0.094381279,0.020437315,0,1323.621539
15084.52325,0.023845946,0.086553592,0.020499839,0,1323.621539
15140.28375,0.000762012,0.077810876,0.024912392,0,1323.621539
15125.90133,0,0.06641481,0.029855566,0,1323.621539
15125.90133,0,0.061805906,0.032693408,0,1323.621539
15100.88484,0,0.057095183,0.036919946,0,1323.621539
15210.69077,0,0.05216291,0.03682488,0,1323.621539
15197.23748,0,0.046932548,0.031304439,0,1323.621539
14672.1711,0,0.043068985,0.028860722,0,1323.621539
14299.90675,0,0.039671944,0.024397272,0,1323.621539
13767.70485,0,0.03782275,0.032628023,0,1323.621539
13620.3519,0,0.035124143,0.036331583,0,1323.621539
13625.92031,0,0.035370188,0.041918335,0,1323.621539
13609.24848,0,0.035863549,0.049110284,0,1323.621539
13612.96818,0,0.035453756,0.059481393,0,1323.621539
13840.34559,0,0.035057959,0.066085643,0,1323.621539
14917.27993,0,0.038177114,0.07371887,0,1323.621539
15397.75445,0,0.042783417,0.080098362,0,1323.621539
15188.39484,0,0.046666244,0.087597888,0,1323.621539
15073.45324,0,0.051933368,0.097413867,0,1323.621539
15127.16775,0.000506674,0.05504594,0.107005013,0,1323.621539
15127.92187,0.008641188,0.057131593,0.118747478,0,1323.621539
15127.92187,0.021905356,0.073881397,0.18502038,0,1323.621539
15118.08646,0.028165577,0.0700134,0.179785494,0,1323.621539
15084.52325,0.019469157,0.07187026,0.176381115,0,1323.621539
15084.52325,0.010322069,0.076620672,0.179789357,0,1323.621539
15140.28375,0.000503057,0.082784124,0.181894516,0,1323.621539
15125.90133,0,0.095171702,0.187667854,0,1323.621539
15125.90133,0,0.10789167,0.205028339,0,1323.621539
15100.88484,0,0.121299211,0.245587028,0,1323.621539
15132.70593,0,0.131257214,0.284425779,0,1323.621539
15119.25105,0,0.143767035,0.319862661,0,1323.621539
14594.18626,0,0.154762154,0.349179198,0,1323.621539
14221.92192,0,0.165728487,0.375421339,0,1323.621539
13693.63858,0,0.189803693,0.383091652,0,1323.621539
13546.28564,0,0.201952198,0.409128617,0,1323.621539
13490.98334,0,0.213976419,0.442006911,0,1323.621539
13474.31151,0,0.217479229,0.455873747,0,1323.621539
13478.03121,0,0.218313426,0.470813755,0,1323.621539
13732.75112,0,0.218529126,0.494961139,0,1323.621539
14809.68704,0,0.220943896,0.518121697,0,1323.621539
15397.75445,0,0.220197462,0.524667196,0,1323.621539
15188.39484,0,0.229391085,0.529867729,0,1323.621539
15073.45324,0,0.241199626,0.5364408,0,1323.621539
15127.16775,0.000816678,0.258940535,0.546126159,0,1323.621539
15127.92187,0.01882859,0.266222053,0.560024573,0,1323.621539
15127.92187,0.035478826,0.253822808,0.553843797,0,1323.621539
15084.52325,0.044546807,0.270147501,0.572434717,0,1323.621539
15084.52325,0.030828839,0.277855139,0.580238197,0,1323.621539
15084.52325,0.013639467,0.292421985,0.576098592,0,1323.621539
15173.84537,0.000810779,0.296379238,0.56749064,0,1323.621539
15159.46454,0,0.296623687,0.55116948,0,1323.621539
15159.46454,0,0.295971375,0.542869723,0,1323.621539
15134.44805,0,0.288860406,0.526428489,0,1323.621539
15210.69077,0,0.278367644,0.509945912,0,1323.621539
15197.23748,0,0.270513921,0.502941483,0,1323.621539
14672.1711,0,0.258088419,0.485352816,0,1323.621539
14299.90675,0,0.247289465,0.463848205,0,1323.621539
13622.93246,0,0.214208725,0.407566936,0,1323.621539
13462.59079,0,0.207091868,0.409833991,0,1323.621539
13454.76001,0,0.203686162,0.395020907,0,1323.621539
13457.82582,0,0.193233341,0.372247819,0,1323.621539
13461.54711,0,0.183963812,0.359975106,0,1323.621539
13440.29487,0,0.174356284,0.376209432,0,1323.621539
13169.22291,0,0.162200287,0.389061661,0,1323.621539
13454.55,0,0.151454566,0.385625425,0,1323.621539
13871.93918,0,0.144483327,0.39518743,0,1323.621539
13995.95093,0,0.137835,0.393145309,0,1323.621539
14195.54832,0.000749008,0.135309775,0.378082281,0,1323.621539
14213.1811,0.01430521,0.131931231,0.376092879,0,1323.621539
14213.1811,0.040052594,0.129850485,0.380097722,0,1323.621539
14203.34569,0.035423286,0.130747958,0.389300553,0,1323.621539
14219.49886,0.045629473,0.134581029,0.403594898,0,1323.621539
14254.21235,0.026291103,0.144872831,0.409784025,0,1323.621539
14405.23409,0.000933505,0.160676868,0.426862887,0,1323.621539
14546.26927,0,0.168945347,0.418949134,0,1323.621539
14538.33189,0,0.180287957,0.441811896,0,1323.621539
14513.3154,0,0.188991579,0.457038464,0,1323.621539
14531.7548,0,0.192875712,0.491609803,0,1323.621539
14540.50198,0,0.19538078,0.51828187,0,1323.621539
14144.96963,0,0.193416381,0.52419677,0,1323.621539
13904.63054,0,0.194536428,0.529303664,0,1323.621539
13622.93246,0,0.181965331,0.479573066,0,1323.621539
13462.59079,0,0.195616809,0.478113039,0,1323.621539
13454.76001,0,0.20537943,0.499993995,0,1323.621539
13457.82582,0,0.212320778,0.532735223,0,1323.621539
13461.54711,0,0.223299488,0.552527693,0,1323.621539
13440.29487,0,0.233992031,0.574006582,0,1323.621539
13169.22291,0,0.251325163,0.59716123,0,1323.621539
13454.55,0,0.260105979,0.60896174,0,1323.621539
13871.93918,0,0.269976158,0.635121147,0,1323.621539
13989.73181,0,0.283042408,0.651767005,0,1323.621539
14189.3292,0.001116015,0.304672154,0.671407023,0,1323.621539
14213.1811,0.022060796,0.319371218,0.684741407,0,1323.621539
14213.1811,0.054644145,0.301011625,0.698922782,0,1323.621539
14203.34569,0.061049036,0.328362057,0.714007126,0,1323.621539
14219.49886,0.046166119,0.34833553,0.720312188,0,1323.621539
14254.21235,0.022574717,0.367930487,0.717903914,0,1323.621539
14405.23409,0.001135653,0.38463505,0.725884816,0,1323.621539
14546.26927,0,0.397038794,0.743987276,0,1323.621539
14538.33189,0,0.415380805,0.758295933,0,1323.621539
14513.3154,0,0.430509392,0.767837983,0,1323.621539
14582.39555,0,0.448271023,0.777450779,0,1323.621539
14591.14273,0,0.463674569,0.786019654,0,1323.621539
14195.61037,0,0.475892269,0.79927677,0,1323.621539
13974.2198,0,0.490872246,0.814918135,0,1323.621539
13767.70485,0,0.469279775,0.793841249,0,1323.621539
13681.2242,0,0.48546232,0.808771095,0,1323.621539
13625.92031,0,0.50893704,0.812750757,0,1323.621539
13628.19382,0,0.523574484,0.817337572,0,1323.621539
13681.05238,0,0.531846744,0.821191253,0,1323.621539
13908.42979,0,0.53472583,0.830287359,0,1323.621539
14985.36412,0,0.543199751,0.838233237,0,1323.621539
15465.83865,0,0.551538008,0.847237909,0,1323.621539
15256.47903,0,0.56167134,0.855710522,0,1323.621539
15141.53584,0,0.570021937,0.866172543,0,1323.621539
15127.16775,0.000825354,0.577480091,0.87617176,0,1323.621539
15154.09659,0.009070407,0.584808957,0.88268777,0,1323.621539
15127.92187,0.028543562,0.525295561,0.858076342,0,1323.621539
15118.08646,0.038881577,0.542092196,0.859412746,0,1323.621539
15144.26118,0.02264622,0.532232638,0.859939628,0,1323.621539
15144.26118,0.010279877,0.526106168,0.860293542,0,1323.621539
15200.02009,0.000928621,0.527375989,0.865241988,0,1323.621539
15186.10702,0,0.540339096,0.875133482,0,1323.621539
15186.10702,0,0.545193669,0.883163545,0,1323.621539
15161.09052,0,0.552297222,0.889914038,0,1323.621539
15237.33324,0,0.562987254,0.898018289,0,1323.621539
15223.87995,0,0.575533061,0.905821937,0,1323.621539
14698.81357,0,0.576356377,0.909827433,0,1323.621539
14318.47184,0,0.587823935,0.913997025,0,1323.621539
13910.42805,0,0.516459355,0.902195387,0,1323.621539
13763.07511,0,0.547436782,0.908405011,0,1323.621539
13707.7744,0,0.576612117,0.913447707,0,1323.621539
13677.79883,0,0.592972646,0.914711932,0,1323.621539
13681.52013,0,0.60580458,0.916316609,0,1323.621539
13922.19809,0,0.622720982,0.918847153,0,1323.621539
14999.13242,0,0.633766305,0.920524988,0,1323.621539
15479.60695,0,0.649260975,0.921066742,0,1323.621539
15270.24733,0,0.66314154,0.920559434,0,1323.621539
15155.30574,0,0.674286791,0.919391096,0,1323.621539
15153.81022,0.000991923,0.685971868,0.918257887,0,1323.621539
15154.56434,0.013754663,0.69398062,0.916832998,0,1323.621539
15154.09659,0.025709153,0.58330517,0.893965833,0,1323.621539
15118.08646,0.036360537,0.659927852,0.907154087,0,1323.621539
15118.08646,0.039601476,0.699035803,0.914199379,0,1323.621539
15118.08646,0.049302819,0.721208958,0.916950552,0,1323.621539
15173.84537,0.003041193,0.723038953,0.912620395,0,1323.621539
15159.46454,0,0.724861875,0.905381233,0,1323.621539
15159.46454,0,0.719815494,0.901466825,0,1323.621539
15134.44805,0,0.716692056,0.905528487,0,1323.621539
15210.69077,0,0.714646208,0.90760673,0,1323.621539
15197.23748,0,0.710913405,0.903098161,0,1323.621539
14672.1711,0,0.704089314,0.893345005,0,1323.621539
14299.90675,0,0.698563109,0.885029047,0,1323.621539
13896.65975,0,0.677760293,0.88434481,0,1323.621539
13749.77455,0,0.679911447,0.891300132,0,1323.621539
13707.7744,0,0.683434153,0.890739266,0,1323.621539
13691.10257,0,0.670947295,0.881475332,0,1323.621539
13694.82227,0,0.657192205,0.875273668,0,1323.621539
13922.19809,0,0.634218398,0.872278821,0,1323.621539
14999.13242,0,0.602940685,0.882280468,0,1323.621539
15520.32001,0,0.584956429,0.895657388,0,1323.621539
15341.29711,0,0.561509104,0.900874922,0,1323.621539
15155.30574,0,0.541854972,0.89673359,0,1323.621539
15153.81022,0.001288238,0.516244561,0.88155043,0,1323.621539
15154.56434,0.023374086,0.494878512,0.856048873,0,1323.621539
15154.56434,0.064930721,0.397133609,0.793282667,0,1323.621539
15144.72893,0.066801107,0.402747225,0.767181289,0,1323.621539
15144.72893,0.05864965,0.395787052,0.738312683,0,1323.621539
15144.72893,0.03404048,0.397162397,0.737112705,0,1323.621539
15200.48784,0.00213582,0.391584492,0.726069289,0,1323.621539
15186.10702,0,0.386630623,0.718475852,0,1323.621539
15186.10702,0,0.379708358,0.708477383,0,1323.621539
15161.09052,0,0.369096348,0.678972552,0,1323.621539
15236.86549,0,0.358389879,0.638150889,0,1323.621539
15223.4122,0,0.347888316,0.599634708,0,1323.621539
14672.1711,0,0.353297339,0.573365521,0,1323.621539
14299.90675,0,0.34990264,0.547017573,0,1323.621539
13828.57556,0,0.329473372,0.480746321,0,1323.621539
13681.2242,0,0.331582495,0.469938936,0,1323.621539
13625.92031,0,0.332030764,0.458521842,0,1323.621539
13548.37618,0,0.336566045,0.4548359,0,1323.621539
13552.09747,0,0.331021441,0.438404078,0,1323.621539
13779.47329,0,0.328517809,0.424937274,0,1323.621539
14856.40921,0,0.334187961,0.417621893,0,1323.621539
15397.75445,0,0.340613616,0.40855174,0,1323.621539
15188.39484,0,0.341173104,0.410020876,0,1323.621539
15073.45324,0,0.342188909,0.417083492,0,1323.621539
15127.16775,0.001324,0.335152989,0.417117513,0,1323.621539
15127.92187,0.011627341,0.322367638,0.412553012,0,1323.621539
15127.92187,0.02307343,0.272877736,0.363937124,0,1323.621539
15118.08646,0.02340962,0.268588377,0.356880517,0,1323.621539
15118.08646,0.020609391,0.258426401,0.353617011,0,1323.621539
15118.08646,0.010508359,0.262658956,0.346787036,0,1323.621539
15173.84537,0.001892557,0.258828983,0.333649514,0,1323.621539
15159.46454,2.77E-10,0.24759043,0.328766233,0,1323.621539
15159.46454,0,0.234940505,0.330636111,0,1323.621539
15134.44805,0,0.212836936,0.323946216,0,1323.621539
15210.69077,0,0.191333646,0.307541645,0,1323.621539
15223.4122,0,0.172749101,0.279748259,0,1323.621539
14698.81357,0,0.160756671,0.248065642,0,1323.621539
14348.80856,0,0.148947325,0.225680423,0,1323.621539
13951.14429,0,0.136678938,0.197175728,0,1323.621539
13851.64947,0,0.121546874,0.176290205,0,1323.621539
13796.34876,0,0.117539496,0.166202036,0,1323.621539
13779.67534,0,0.108493141,0.140435622,0,1323.621539
13783.39504,0,0.102942113,0.1169471,0,1323.621539
14062.21346,0,0.095535767,0.101198095,0,1323.621539
15154.42433,0,0.087401371,0.093505943,0,1323.621539
15736.37763,0,0.084833482,0.090984658,0,1323.621539
15310.54037,0,0.08183457,0.088532286,0,1323.621539
15185.63927,0,0.084449922,0.090771245,0,1323.621539
15184.14534,0.001856447,0.082544698,0.093325278,0,1323.621539
15184.89787,0.036362602,0.077567191,0.101807625,0,1323.621539
15154.09659,0.048327573,0.07272837,0.075443755,0,1323.621539
15118.08646,0.070365082,0.062817326,0.06837221,0,1323.621539
15118.08646,0.055900885,0.063146516,0.055376226,0,1323.621539
15118.08646,0.046353224,0.079142851,0.052221978,0,1323.621539
15173.84537,0.00395108,0.091428437,0.060680044,0,1323.621539
15159.46454,9.47E-09,0.097577392,0.076755025,0,1323.621539
15159.46454,0,0.095124422,0.090369661,0,1323.621539
15134.44805,0,0.088377786,0.101934746,0,1323.621539
15210.69077,0,0.088546152,0.113555765,0,1323.621539
15197.23748,0,0.088904987,0.113389296,0,1323.621539
14672.1711,0,0.098956853,0.124498186,0,1323.621539
14299.90675,0,0.103625418,0.137935797,0,1323.621539
13730.52853,0,0.108629137,0.141685294,0,1323.621539
13570.18527,0,0.111187459,0.155936537,0,1323.621539
13581.29982,0,0.114251988,0.173105858,0,1323.621539
13584.36563,0,0.11528143,0.172667882,0,1323.621539
13569.14,0,0.113175775,0.166286844,0,1323.621539
13547.88775,0,0.111620664,0.163880147,0,1323.621539
13344.90078,0,0.11047872,0.16147845,0,1323.621539
13473.49534,0,0.106132907,0.163593213,0,1323.621539
13922.02308,0,0.106174132,0.172643031,0,1323.621539
14014.89626,0,0.100569401,0.162089665,0,1323.621539
14195.54832,0.00281099,0.102638968,0.143208538,0,1323.621539
14219.39863,0.048737989,0.098114559,0.113263584,0,1323.621539
14219.39863,0.091830964,0.09968042,0.092502374,0,1323.621539
14209.56481,0.108467927,0.091996939,0.083152971,0,1323.621539
14225.71798,0.097467507,0.086382544,0.069803826,0,1323.621539
14260.43147,0.050847757,0.098960852,0.069591627,0,1323.621539
14411.4548,0.006077767,0.097918441,0.062695822,0,1323.621539
14552.48839,4.16E-07,0.102579018,0.064411912,0,1323.621539
14544.54943,0,0.104234442,0.05945521,0,1323.621539
14519.53293,0,0.105129547,0.054869234,0,1323.621539
